# SPDX-FileCopyrightText: (C) 2026 Gavin John
# SPDX-License-Identifier: GPL-3.0-or-later
#
# Existing array subscripts not yet proved in bounds by Clang.
# Fields: ORIGIN<TAB>CONTEXT<TAB>SUBSCRIPT<TAB>SITE<TAB>REASON.
# New and stale entries both fail; remove entries as bounds are proved.
crt/crt1.c	__libc_start_main	__argv[0]	__progname = __argv[0]; @column 15	existing site; prove while completing the bounds audit
crt/crt1.c	build_environ	ev[0]	if (ev) ev[0] = 0; @column 11	existing site; prove while completing the bounds audit
crt/crt1.c	build_environ	ev[i]	ev[i] = 0; @column 2	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	argv[argc++]	argv[argc++] = __utf16_to_utf8(buf, o); @column 3	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	argv[argc]	argv[argc] = 0; @column 2	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	buf[o++]	buf[o++] = p[i++]; @column 4	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	buf[o++]	for (k = 0; k < nb / 2; k++) buf[o++] = '\\'; @column 35	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	buf[o++]	for (k = 0; k < nb; k++) buf[o++] = '\\'; @column 31	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	buf[o++]	if (inq && i + 1 < n && p[i+1] == '"') { buf[o++] = '"'; i += 2; continue; } @column 46	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	buf[o++]	if (nb & 1) { buf[o++] = '"'; i++; } @column 20	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i++]	buf[o++] = p[i++]; @column 15	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i+1]	if (inq && i + 1 < n && p[i+1] == '"') { buf[o++] = '"'; i += 2; continue; } @column 29	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	if (!inq && (p[i] == ' ' || p[i] == '\t')) break; @column 17	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	if (!inq && (p[i] == ' ' || p[i] == '\t')) break; @column 32	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	if (i < n && p[i] == '"') { @column 18	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	if (p[i] == '"') { @column 8	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	if (p[i] == '"') { inq = !inq; i++; continue; } @column 8	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	if (p[i] == '\\') { @column 8	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	while (i < n && (p[i] == ' ' || p[i] == '\t')) i++; @column 20	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	while (i < n && (p[i] == ' ' || p[i] == '\t')) i++; @column 35	existing site; prove while completing the bounds audit
crt/crt1.c	split_cmdline	p[i]	while (i < n && p[i] == '\\') { nb++; i++; } @column 21	existing site; prove while completing the bounds audit
crt/delayload2.c	__delayLoadHelper2	nametable[index]	name = (const char *)(base + nametable[index]) + sizeof(USHORT); @column 31	existing site; prove while completing the bounds audit
crt/delayload2.c	name_eq_ci	ascii[i]	unsigned char ca = (unsigned char)ascii[i]; @column 37	existing site; prove while completing the bounds audit
crt/delayload2.c	name_eq_ci	ascii[wn]	return ascii[wn] == 0; /* same length too */ @column 9	existing site; prove while completing the bounds audit
crt/delayload2.c	name_eq_ci	w[i]	WCHAR cb = w[i]; @column 14	existing site; prove while completing the bounds audit
crt/linux/crt1.c	__linux_start_main	argv[0]	__progname_full = argc > 0 ? argv[0] : empty_progname; @column 31	existing site; prove while completing the bounds audit
crt/linux/crt1.c	__linux_start_main	sp[0]	long argc = sp[0]; @column 14	existing site; prove while completing the bounds audit
crt/linux/crt1.c	find_tls_phdr	auxv[0]	else if (auxv[0] == AT_PHENT) phent = (unsigned long)auxv[1]; @column 12	existing site; prove while completing the bounds audit
crt/linux/crt1.c	find_tls_phdr	auxv[0]	else if (auxv[0] == AT_PHNUM) phnum = (unsigned long)auxv[1]; @column 12	existing site; prove while completing the bounds audit
crt/linux/crt1.c	find_tls_phdr	auxv[0]	for (; auxv[0] != AT_NULL; auxv += 2) { @column 9	existing site; prove while completing the bounds audit
